template_id,segment_id,lifecycle_stage,goal,theme,notification_window,total_sends,total_opens,total_engagements,ctr,engagement_rate,uninstall_rate,performance_status
TMPL_0001,SEG_00_CHU_CRI,churned,daily progress,loss_avoidance,evening,3453,870,380,0.2522,0.4373,0.0081,GOOD
TMPL_0002,SEG_00_CHU_CRI,churned,daily progress,loss_avoidance,evening,4928,1074,393,0.2180,0.3661,0.0184,NEUTRAL
TMPL_0003,SEG_00_CHU_CRI,churned,daily progress,loss_avoidance,evening,1587,27,7,0.0175,0.2900,0.0300,BAD
TMPL_0004,SEG_00_CHU_CRI,churned,daily progress,loss_avoidance,evening,3235,788,321,0.2438,0.4084,0.0024,GOOD
TMPL_0005,SEG_00_CHU_CRI,churned,daily progress,loss_avoidance,evening,4854,1047,386,0.2159,0.3696,0.0224,NEUTRAL
TMPL_0006,SEG_00_CHU_HIG,churned,daily progress,loss_avoidance,evening,3341,261,49,0.0784,0.1899,0.0345,BAD
TMPL_0007,SEG_00_CHU_HIG,churned,daily progress,loss_avoidance,evening,3713,973,514,0.2622,0.5285,0.0094,GOOD
TMPL_0008,SEG_00_CHU_HIG,churned,daily progress,loss_avoidance,evening,1368,86,38,0.0635,0.4503,0.0092,NEUTRAL
TMPL_0009,SEG_00_CHU_HIG,churned,daily progress,loss_avoidance,evening,2983,698,434,0.2341,0.6219,0.0106,GOOD
TMPL_0010,SEG_00_CHU_HIG,churned,daily progress,loss_avoidance,evening,1954,151,47,0.0775,0.3160,0.0139,NEUTRAL
TMPL_0011,SEG_00_INA_CRI,inactive,daily progress,loss_avoidance,evening,1803,35,7,0.0196,0.2057,0.0367,BAD
TMPL_0012,SEG_00_INA_CRI,inactive,daily progress,loss_avoidance,evening,3738,321,44,0.0860,0.1371,0.0330,BAD
TMPL_0013,SEG_00_INA_CRI,inactive,daily progress,loss_avoidance,evening,2793,641,370,0.2296,0.5781,0.0062,GOOD
TMPL_0014,SEG_00_INA_CRI,inactive,daily progress,loss_avoidance,evening,1292,79,36,0.0617,0.4672,0.0194,NEUTRAL
TMPL_0015,SEG_00_INA_CRI,inactive,daily progress,loss_avoidance,evening,3763,1009,562,0.2684,0.5575,0.0068,GOOD
TMPL_0016,SEG_00_INA_HIG,inactive,daily progress,loss_avoidance,evening,2852,281,115,0.0989,0.4107,0.0221,NEUTRAL
TMPL_0017,SEG_00_INA_HIG,inactive,daily progress,loss_avoidance,evening,1109,14,4,0.0129,0.2961,0.0205,BAD
TMPL_0018,SEG_00_INA_HIG,inactive,daily progress,loss_avoidance,evening,3808,1028,476,0.2702,0.4634,0.0059,GOOD
TMPL_0019,SEG_00_INA_HIG,inactive,daily progress,loss_avoidance,evening,1037,165,77,0.1595,0.4711,0.0099,GOOD
TMPL_0020,SEG_00_INA_HIG,inactive,daily progress,loss_avoidance,evening,1211,72,19,0.0598,0.2740,0.0211,NEUTRAL
TMPL_0021,SEG_00_PAI_HIG,paid,daily progress,loss_avoidance,evening,4280,227,31,0.0532,0.1409,0.0335,BAD
TMPL_0022,SEG_00_PAI_HIG,paid,daily progress,loss_avoidance,evening,1608,111,47,0.0693,0.4304,0.0216,NEUTRAL
TMPL_0023,SEG_00_PAI_HIG,paid,daily progress,loss_avoidance,evening,2457,63,13,0.0258,0.2124,0.0334,BAD
TMPL_0024,SEG_00_PAI_HIG,paid,daily progress,loss_avoidance,evening,3552,292,42,0.0824,0.1452,0.0276,BAD
TMPL_0025,SEG_00_PAI_HIG,paid,daily progress,loss_avoidance,evening,3910,194,29,0.0496,0.1546,0.0350,BAD
